corner,temp_c,vdd,band,corner_id,tp1,tp2,tp3,tp4,tp5,tp6,tp7,f1,f2,f3,f4,f5,f6,f7,i1,i2,i3,i4,i5,i6,i7,sw1hi,sw1lo,sw7hi,sw7lo,k1,k2,k3,k4,k5,k6,k7,kvco_min,kvco_max,kvco_mean,kvco_over_f_max,fine_ratio,verdict
fs,27.0,3.3,band2,fs_27c_3.30v_band2,3.677065e-07,3.039725e-07,2.571448e-07,2.215405e-07,1.939958e-07,1.720996e-07,1.544097e-07,10878200.0,13159100.0,15555400.0,18055400.0,20619000.0,23242400.0,25905100.0,6.294702e-05,7.142945e-05,7.949266e-05,8.794626e-05,9.692971e-05,0.0001061257,0.0001140277,3.397435,-0.103573,3.421965,-0.1044132,7603000.000000002,7795333.333333334,8160499.999999999,8439333.333333332,8645000.000000002,8810166.666666666,8875666.666666659,7603000.000000002,8875666.666666659,8348277.777777776,0.6989207773344857,2.3813774337666156,PASS
fs,27.0,3.3,band3,fs_27c_3.30v_band3,2.259801e-07,1.862608e-07,1.56955e-07,1.348013e-07,1.178056e-07,1.041052e-07,9.325113e-08,17700700.0,21475300.0,25485000.0,29673300.0,33954200.0,38422700.0,42894900.0,8.070998e-05,9.281786e-05,0.0001044362,0.0001165958,0.0001294853,0.0001422533,0.0001560193,3.420303,-0.1041741,3.439585,-0.1398372,12582000.000000002,12973833.333333334,13663333.333333332,14115333.333333332,14582333.333333336,14901166.666666664,14907333.33333332,12582000.000000002,14907333.33333332,13996777.777777776,0.7108193461275544,2.4233448394696255,PASS
fs,27.0,3.3,band4,fs_27c_3.30v_band4,1.325371e-07,1.087707e-07,9.134336e-08,7.823764e-08,6.810544e-08,6.008825e-08,5.361512e-08,30180200.0,36774600.0,43790800.0,51126300.0,58732500.0,66568800.0,74605800.0,8.958964e-05,0.0001030782,0.0001165385,0.0001313151,0.0001451345,0.0001598868,0.0001751075,3.459077,-0.1572203,3.429191,-0.1380483,21981333.33333334,22684333.333333336,23919499.999999996,24902833.33333333,25737500.000000007,26455499.999999996,26789999.999999978,21981333.33333334,26789999.999999978,24680888.888888884,0.7283362381075453,2.4720114512163605,PASS
fs,27.0,3.3,band5,fs_27c_3.30v_band5,7.988809e-08,6.5242e-08,5.446122e-08,4.641968e-08,4.0213e-08,3.53179e-08,3.136122e-08,50070000.0,61310200.0,73446800.0,86170400.0,99470300.0,113257000.0,127546000.0,0.0001216366,0.0001426364,0.0001635383,0.0001844464,0.0002065293,0.0002289782,0.0002516877,3.340416,-0.1275303,3.431154,-0.1635323,37467333.33333334,38961333.333333336,41433666.666666664,43372499.99999999,45144333.33333334,46792833.33333333,47629999.999999955,37467333.33333334,47629999.999999955,43042222.22222222,0.7482990479994676,2.5473537048132613,PASS
fs,27.0,3.3,band6,fs_27c_3.30v_band6,4.589318e-08,3.720764e-08,3.08854e-08,2.617528e-08,2.258612e-08,1.978463e-08,1.755931e-08,87158900.0,107505000.0,129511000.0,152816000.0,177100000.0,202177000.0,227799000.0,0.0001726694,0.0002025019,0.0002333877,0.0002677925,0.00030069,0.0003340471,0.0003672597,3.330153,-0.07315966,3.34411,-0.1096749,67820333.33333334,70586833.33333334,75518333.33333333,79314999.99999999,82268333.33333336,84498333.33333331,85406666.6666666,67820333.33333334,85406666.6666666,78133388.88888888,0.7781228690739941,2.6136057247165807,PASS
fs,27.0,3.3,band7,fs_27c_3.30v_band7,2.676777e-08,2.157669e-08,1.785748e-08,1.514329e-08,1.310904e-08,1.154468e-08,1.031885e-08,149433000.0,185385000.0,223996000.0,264143000.0,305133000.0,346480000.0,387640000.0,0.0002544249,0.0003036016,0.0003519932,0.0004049654,0.0004538761,0.0005050062,0.0005550438,3.339575,-0.03634817,3.354762,-0.04827632,119840000.00000003,124271666.66666667,131263333.33333331,135228333.3333333,137228333.33333337,137511666.66666666,137199999.99999988,119840000.00000003,137511666.66666666,132337222.22222221,0.8019647601266121,2.5940722598087436,PASS
fs,27.0,3.63,band0,fs_27c_3.63v_band0,1.065455e-06,8.874668e-07,7.558051e-07,6.551136e-07,5.781463e-07,5.158938e-07,4.650913e-07,3754260.0,4507210.0,5292370.0,6105810.0,6918660.0,7753530.0,8600460.0,5.302632e-05,5.753211e-05,6.112259e-05,6.800208e-05,7.414913e-05,7.87297e-05,8.398533e-05,3.689476,-0.07157837,3.711781,-0.05540911,2509833.333333334,2563516.666666667,2664333.333333333,2710483.333333333,2746200.0000000005,2802999.9999999995,2823099.9999999977,2509833.333333334,2823099.9999999977,2692333.333333333,0.6685294394456788,2.2908535903213947,PASS
fs,27.0,3.63,band1,fs_27c_3.63v_band1,6.664887e-07,5.543649e-07,4.715404e-07,4.082948e-07,3.597328e-07,3.210634e-07,2.890945e-07,6001600.0,7215460.0,8482840.0,9796840.0,11119400.0,12458600.0,13836300.0,6.192954e-05,6.848972e-05,7.479812e-05,8.152036e-05,8.944469e-05,9.700901e-05,0.0001040249,3.723368,-0.06694785,3.725117,-0.08945841,4046200.000000001,4135400.0,4302299.999999999,4394266.666666666,4436266.666666668,4528166.666666666,4592333.333333329,4046200.000000001,4592333.333333329,4352611.11111111,0.6741868834977341,2.3054352172753934,PASS
fs,27.0,3.63,band2,fs_27c_3.63v_band2,4.021663e-07,3.341266e-07,2.834303e-07,2.452455e-07,2.15597e-07,1.919925e-07,1.72666e-07,9946130.0,11971500.0,14112800.0,16310200.0,18553100.0,20834200.0,23166100.0,6.950829e-05,7.599893e-05,8.673672e-05,9.477783e-05,0.000103403,0.0001135224,0.0001218719,3.740984,-0.08494611,3.76176,-0.1026271,6751233.333333335,6944450.0,7231166.666666666,7400499.999999999,7540000.000000002,7688333.333333332,7772999.9999999935,6751233.333333335,7772999.9999999935,7344427.777777777,0.6787799207665026,2.3291571696730284,PASS
fs,27.0,3.63,band3,fs_27c_3.63v_band3,2.49551e-07,2.067246e-07,1.75026e-07,1.510038e-07,1.32443e-07,1.175085e-07,1.054227e-07,16028800.0,19349400.0,22853700.0,26489400.0,30201700.0,34040100.0,37942500.0,8.779164e-05,9.9097e-05,0.0001113558,0.0001241415,0.000137848,0.0001502186,0.0001641735,3.740379,-0.1004305,3.77552,-0.1416544,11068666.66666667,11374833.333333334,11899999.999999998,12246666.666666664,12584500.000000004,12901333.333333332,13007999.999999989,11068666.66666667,13007999.999999989,12174277.777777776,0.690548679044387,2.3671453883010583,PASS
fs,27.0,3.63,band4,fs_27c_3.63v_band4,1.471627e-07,1.214844e-07,1.025765e-07,8.821714e-08,7.707158e-08,6.832148e-08,6.106844e-08,27180800.0,32926000.0,38995300.0,45342700.0,51899800.0,58546700.0,65500300.0,9.772963e-05,0.0001101295,0.0001252624,0.0001408709,0.0001551419,0.00016974,0.0001855935,3.755529,-0.1238214,3.768985,-0.13677,19150666.66666667,19690833.333333336,20694499.999999996,21507499.999999996,22006666.66666667,22667499.999999996,23178666.666666646,19150666.66666667,23178666.666666646,21288611.11111111,0.7045659681343696,2.409800300211914,PASS
fs,27.0,3.63,band5,fs_27c_3.63v_band5,8.985694e-08,7.381766e-08,6.198332e-08,5.308209e-08,4.616647e-08,4.066929e-08,3.624158e-08,44515200.0,54187600.0,64533500.0,75355000.0,86643000.0,98354300.0,110370000.0,0.0001307222,0.0001513405,0.0001722529,0.0001950505,0.0002165615,0.0002394806,0.0002632417,3.734354,-0.1193318,3.787269,-0.1855305,32241333.33333334,33363833.333333336,35278999.99999999,36849166.666666664,38332166.66666667,39544999.99999999,40052333.3333333,32241333.33333334,40052333.3333333,36585999.99999999,0.7242769510938587,2.4793778304938536,PASS
fs,27.0,3.63,band6,fs_27c_3.63v_band6,5.212294e-08,4.254003e-08,3.549548e-08,3.020841e-08,2.612941e-08,2.290763e-08,2.033023e-08,76741600.0,94029100.0,112690000.0,132413000.0,153084000.0,174614000.0,196751000.0,0.0001840211,0.0002141223,0.0002459269,0.0002795739,0.0003119115,0.000347776,0.0003817959,3.696891,-0.0957353,3.726454,-0.158997,57625000.000000015,59914000.0,63973166.66666666,67323333.33333333,70335000.00000001,72778333.33333333,73789999.99999994,57625000.000000015,73789999.99999994,66671888.88888888,0.7508965150583258,2.563811544195065,PASS
fs,27.0,3.63,band7,fs_27c_3.63v_band7,3.079078e-08,2.492436e-08,2.064961e-08,1.748183e-08,1.507698e-08,1.321347e-08,1.173883e-08,129909000.0,160486000.0,193708000.0,228809000.0,265305000.0,302721000.0,340749000.0,0.0002682867,0.0003186513,0.0003678813,0.0004201398,0.000472747,0.0005253236,0.0005790084,3.660749,-0.03288449,3.676641,-0.04659297,101923333.33333336,106331666.66666667,113871666.66666666,119328333.33333331,123186666.6666667,125739999.99999999,126759999.99999988,101923333.33333336,126759999.99999988,117133333.33333331,0.7845748434160325,2.6229822414151442,PASS
fs,125.0,2.97,band0,fs_125c_2.97v_band0,8.296133e-07,6.884759e-07,5.834482e-07,5.049003e-07,4.43265e-07,3.943019e-07,3.54284e-07,4821520.0,5809940.0,6855790.0,7922360.0,9023950.0,10144500.0,11290400.0,5.755657e-05,6.246472e-05,6.860045e-05,7.375364e-05,7.954748e-05,8.559824e-05,9.190637e-05,3.034901,-0.07980798,3.045911,-0.07446148,3294733.333333334,3390450.0,3520699.9999999995,3613599.9999999995,3703566.6666666674,3777416.666666666,3819666.6666666633,3294733.333333334,3819666.6666666633,3593822.2222222215,0.6833391406306173,2.341668187625479,PASS
fs,125.0,2.97,band1,fs_125c_2.97v_band1,5.071776e-07,4.202067e-07,3.556152e-07,3.066938e-07,2.687903e-07,2.386283e-07,2.143929e-07,7886780.0,9519130.0,11248100.0,13042300.0,14881500.0,16762500.0,18657300.0,6.700528e-05,7.473618e-05,8.171999e-05,8.993373e-05,9.764271e-05,0.0001059881,0.0001148763,3.055762,-0.08966887,3.067479,-0.09639253,5441166.666666668,5602200.0,5871949.999999999,6055666.666666666,6200333.333333335,6292999.999999999,6315999.999999994,5441166.666666668,6315999.999999994,5983622.222222221,0.6899097815162422,2.36564225197102,PASS
fs,125.0,2.97,band2,fs_125c_2.97v_band2,3.039187e-07,2.509146e-07,2.115876e-07,1.820389e-07,1.590014e-07,1.40549e-07,1.258443e-07,13161400.0,15941700.0,18904700.0,21973300.0,25157000.0,28459800.0,31785300.0,7.494054e-05,8.412105e-05,9.303827e-05,0.0001023154,0.000112864,0.000122404,0.0001321102,3.063675,-0.09293712,3.098749,-0.1240891,9267666.666666668,9572166.666666668,10052666.666666666,10420499.999999998,10810833.333333336,11047166.666666664,11084999.99999999,9267666.666666668,11084999.99999999,10346611.11111111,0.7041550797534204,2.415039433494917,PASS
fs,125.0,2.97,band3,fs_125c_2.97v_band3,1.828444e-07,1.50374e-07,1.263391e-07,1.082327e-07,9.413662e-08,8.305352e-08,7.408179e-08,21876500.0,26600300.0,31660800.0,36957400.0,42491400.0,48161700.0,53994400.0,9.488727e-05,0.0001077085,0.0001209566,0.0001348849,0.0001492542,0.0001640893,0.0001777508,3.066722,-0.1262826,3.120248,-0.1482797,15746000.000000004,16307166.666666668,17261833.333333332,18050999.999999996,18673833.333333336,19171666.666666664,19442333.333333317,15746000.000000004,19442333.333333317,17843277.777777776,0.7197677873517246,2.4681461842616508,PASS
fs,125.0,2.97,band4,fs_125c_2.97v_band4,1.030087e-07,8.432379e-08,7.057563e-08,6.019615e-08,5.22112e-08,4.590528e-08,4.079493e-08,38831700.0,47436200.0,56676800.0,66449400.0,76611900.0,87135900.0,98051400.0,0.000106367,0.0001207471,0.0001364913,0.0001519754,0.0001688891,0.0001853444,0.0002020796,3.054899,-0.09794709,3.075708,-0.1093017,28681666.66666667,29741833.333333336,31688666.66666666,33225166.66666666,34477500.00000001,35732499.99999999,36384999.99999997,28681666.66666667,36384999.99999997,32899833.33333333,0.7386147571872123,2.5250349585519047,PASS
fs,125.0,2.97,band5,fs_125c_2.97v_band5,6.051662e-08,4.922056e-08,4.095325e-08,3.477737e-08,3.006663e-08,2.63775e-08,2.344842e-08,66097500.0,81266900.0,97672300.0,115017000.0,133038000.0,151644000.0,170587000.0,0.0001444523,0.000167948,0.0001910117,0.0002146004,0.0002400526,0.0002649025,0.0002896533,2.993882,-0.03060023,3.004523,-0.07506354,50564666.66666668,52624666.66666667,56250166.66666666,58942833.33333332,61045000.000000015,62581666.66666666,63143333.333333276,50564666.66666668,63143333.333333276,58049722.22222222,0.7650011977255824,2.580838912213019,PASS
fs,125.0,2.97,band6,fs_125c_2.97v_band6,3.441419e-08,2.784873e-08,2.314331e-08,1.9704e-08,1.711456e-08,1.512353e-08,1.355867e-08,116231000.0,143633000.0,172836000.0,203005000.0,233719000.0,264488000.0,295014000.0,0.0002007423,0.0002356743,0.0002699516,0.0003059163,0.0003417808,0.0003778309,0.0004122312,3.001498,-0.03210125,3.015099,-0.04351086,91340000.00000001,94341666.66666667,98953333.33333331,101471666.66666666,102471666.66666669,102158333.33333331,101753333.33333324,91340000.00000001,102471666.66666669,99323888.88888888,0.7858488699228262,2.5381696793454416,PASS
fs,125.0,2.97,band7,fs_125c_2.97v_band7,1.980036e-08,1.616393e-08,1.360395e-08,1.175347e-08,1.037378e-08,9.31683e-09,8.487012e-09,202017000.0,247465000.0,294032000.0,340325000.0,385587000.0,429331000.0,471308000.0,0.0002977365,0.0003490236,0.0004016043,0.0004533282,0.0005053009,0.0005568719,0.0006081943,3.01122,-0.04061969,3.025342,-0.05110994,151493333.33333337,153358333.33333334,154766666.66666666,152591666.66666666,148343333.33333337,142868333.3333333,139923333.3333332,139923333.3333332,154766666.66666666,149606111.11111107,0.749903885976593,2.333011578233515,PASS
fs,125.0,3.3,band0,fs_125c_3.30v_band0,9.173234e-07,7.63848e-07,6.505122e-07,5.637375e-07,4.966601e-07,4.422917e-07,3.984542e-07,4360510.0,5236640.0,6149000.0,7095500.0,8053800.0,9043810.0,10038800.0,6.186949e-05,6.72663e-05,7.249173e-05,7.88068e-05,8.42355e-05,9.075418e-05,9.753535e-05,3.373622,-0.06423442,3.393113,-0.09054911,2920433.333333334,2980816.666666667,3098099.9999999995,3174666.666666666,3247183.333333334,3308333.333333333,3316633.33333333,2920433.333333334,3316633.33333333,3154605.555555555,0.6697458171941663,2.3022077692746947,PASS
fs,125.0,3.3,band1,fs_125c_3.30v_band1,5.652452e-07,4.704013e-07,3.997224e-07,3.461377e-07,3.045397e-07,2.709505e-07,2.435701e-07,7076580.0,8503380.0,10006900.0,11556100.0,13134600.0,14762800.0,16422400.0,7.200275e-05,7.886772e-05,8.735862e-05,9.515742e-05,0.000102956,0.0001101851,0.0001193836,3.398269,-0.07664126,3.416202,-0.1008544,4756000.000000001,4883866.666666667,5087866.666666666,5212833.333333333,5344500.000000001,5479666.666666666,5531999.999999995,4756000.000000001,5531999.999999995,5192122.222222221,0.6720760593393985,2.320669023737455,PASS
fs,125.0,3.3,band2,fs_125c_3.30v_band2,3.411975e-07,2.829813e-07,2.396684e-07,2.069861e-07,1.814744e-07,1.611626e-07,1.445793e-07,11723400.0,14135200.0,16689700.0,19325000.0,22041700.0,24819700.0,27666500.0,7.964196e-05,8.912102e-05,9.879658e-05,0.000108066,0.0001186723,0.0001284672,0.0001394104,3.400729,-0.09872057,3.428288,-0.12438,8039333.333333335,8277166.666666667,8649666.666666666,8919999.999999998,9157833.333333336,9374666.666666666,9489333.333333325,8039333.333333335,9489333.333333325,8857277.777777776,0.6857510051122827,2.359938243171776,PASS
fs,125.0,3.3,band3,fs_125c_3.30v_band3,2.075877e-07,1.716048e-07,1.449168e-07,1.246318e-07,1.089776e-07,9.639277e-08,8.6227e-08,19269000.0,23309400.0,27602000.0,32094500.0,36704800.0,41496900.0,46389200.0,0.0001005792,0.0001139672,0.000127318,0.0001414342,0.0001556451,0.0001702093,0.0001854725,3.416422,-0.1183008,3.452284,-0.1542642,13468000.000000004,13888333.333333334,14641833.333333332,15171333.33333333,15670666.66666667,16140666.666666664,16307666.666666653,13468000.000000004,16307666.666666653,15066777.777777776,0.6989464943691942,2.4074523846592975,PASS
fs,125.0,3.3,band4,fs_125c_3.30v_band4,1.179484e-07,9.720074e-08,8.176595e-08,7.012145e-08,6.106118e-08,5.387296e-08,4.799754e-08,33913100.0,41152000.0,48920100.0,57043900.0,65508100.0,74248800.0,83337600.0,0.0001130979,0.0001279598,0.0001438385,0.0001603997,0.0001765529,0.0001928807,0.0002095136,3.394939,-0.1060518,3.439698,-0.1668188,24129666.66666667,25011666.666666668,26486499.999999996,27646666.666666664,28674833.33333334,29715833.33333333,30295999.999999974,24129666.66666667,30295999.999999974,27458055.555555552,0.7115146261081019,2.4573866735863135,PASS
fs,125.0,3.3,band5,fs_125c_3.30v_band5,7.02951e-08,5.752971e-08,4.81115e-08,4.102538e-08,3.553605e-08,3.119037e-08,2.769573e-08,56903000.0,69529300.0,83140200.0,97500600.0,112562000.0,128245000.0,144427000.0,0.0001519199,0.0001750075,0.0001984349,0.0002238011,0.0002489165,0.0002743497,0.0003000647,3.316312,-0.0850424,3.37631,-0.1006071,42087666.66666668,43728666.66666667,46618833.33333333,49036333.33333333,51240666.66666668,53108333.33333333,53939999.999999955,42087666.66666668,53939999.999999955,48624444.44444444,0.7396388005318996,2.53812628508163,PASS
fs,125.0,3.3,band6,fs_125c_3.30v_band6,4.035007e-08,3.274627e-08,2.719842e-08,2.308058e-08,1.994716e-08,1.751619e-08,1.559196e-08,99132400.0,122151000.0,147067000.0,173306000.0,200530000.0,228360000.0,256543000.0,0.00020995,0.0002460369,0.0002812257,0.0003183787,0.0003546561,0.0003940689,0.0004317552,3.323559,-0.02786321,3.33778,-0.03989346,76728666.66666669,79891000.0,85258333.33333331,89104999.99999999,91756666.66666669,93354999.99999999,93943333.33333325,76728666.66666669,93943333.33333325,87450333.33333331,0.7740019072136525,2.587882468294927,PASS
fs,125.0,3.3,band7,fs_125c_3.30v_band7,2.314324e-08,1.875513e-08,1.562643e-08,1.335185e-08,1.165249e-08,1.035036e-08,9.328274e-09,172837000.0,213275000.0,255977000.0,299584000.0,343274000.0,386460000.0,428804000.0,0.0003100986,0.0003658466,0.0004199202,0.0004768542,0.0005311246,0.0005852908,0.0006412763,3.332786,-0.03699841,3.349188,-0.04951209,134793333.33333337,138566666.6666667,143848333.3333333,145494999.99999997,144793333.33333337,142549999.99999997,141146666.66666654,134793333.33333337,145494999.99999997,142203888.88888887,0.779887022647543,2.4809734026857675,PASS
fs,125.0,3.63,band0,fs_125c_3.63v_band0,9.893942e-07,8.277471e-07,7.06852e-07,6.147902e-07,5.435253e-07,4.848489e-07,4.377076e-07,4042880.0,4832390.0,5658890.0,6506280.0,7359360.0,8249990.0,9138520.0,6.681782e-05,7.31077e-05,7.84748e-05,8.339743e-05,9.044497e-05,9.663902e-05,0.0001027234,3.687952,-0.05537034,3.709613,-0.08268989,2631700.0000000005,2693350.0,2789816.666666666,2834116.666666666,2906183.333333334,2965266.666666666,2961766.666666664,2631700.0000000005,2965266.666666666,2830911.1111111105,0.6509468497704608,2.260398527782175,PASS
fs,125.0,3.63,band1,fs_125c_3.63v_band1,6.15164e-07,5.139033e-07,4.383288e-07,3.809263e-07,3.356406e-07,2.993577e-07,2.70024e-07,6502330.0,7783570.0,9125570.0,10500700.0,11917500.0,13361900.0,14813500.0,7.75303e-05,8.511442e-05,9.344026e-05,0.0001011302,0.0001094331,0.0001176636,0.0001263224,3.717831,-0.07476958,3.728496,-0.130024,4270800.000000001,4372066.666666667,4528549.999999999,4653216.666666666,4768666.666666668,4826666.666666666,4838666.666666662,4270800.000000001,4838666.666666662,4617316.666666666,0.6568107124676849,2.2781833588882754,PASS
fs,125.0,3.63,band2,fs_125c_3.63v_band2,3.728695e-07,3.109578e-07,2.646486e-07,2.292015e-07,2.016577e-07,1.795442e-07,1.613531e-07,10727600.0,12863500.0,15114400.0,17451900.0,19835600.0,22278600.0,24790300.0,8.637154e-05,9.50461e-05,0.0001043073,0.0001147776,0.0001249634,0.0001352036,0.0001461708,3.739202,-0.1028877,3.751353,-0.1211675,7119666.666666668,7311333.333333334,7647333.333333332,7868666.666666665,8044500.000000002,8257833.333333332,8372333.333333326,7119666.666666668,8372333.333333326,7812611.11111111,0.663677492325093,2.3108896677728477,PASS
fs,125.0,3.63,band3,fs_125c_3.63v_band3,2.291996e-07,1.904999e-07,1.615103e-07,1.39593e-07,1.223713e-07,1.086301e-07,9.746568e-08,17452000.0,20997400.0,24766200.0,28654700.0,32687400.0,36822200.0,41040100.0,0.0001080434,0.000121734,0.0001347048,0.0001487144,0.0001636965,0.0001781016,0.0001935917,3.742789,-0.1163463,3.776946,-0.132862,11818000.000000002,12190333.333333334,12762166.666666664,13201999.999999998,13612500.000000004,13921166.666666664,14059666.666666655,11818000.000000002,14059666.666666655,13104499.999999998,0.6771716708686685,2.351598670639468,PASS
fs,125.0,3.63,band4,fs_125c_3.63v_band4,1.310129e-07,1.08535e-07,9.180953e-08,7.90767e-08,6.910748e-08,6.11736e-08,5.472833e-08,30531400.0,36854500.0,43568500.0,50583800.0,57880900.0,65387700.0,73088300.0,0.0001200001,0.0001355083,0.0001526161,0.0001685467,0.0001856928,0.0002020963,0.0002197953,3.743756,-0.1137842,3.807456,-0.1641251,21077000.000000004,21728500.0,22882166.666666664,23853999.999999996,24673166.66666667,25345666.666666664,25668666.666666646,21077000.000000004,25668666.666666646,23642722.22222222,0.6903384712132429,2.3938731928440884,PASS
fs,125.0,3.63,band5,fs_125c_3.63v_band5,7.90515e-08,6.510563e-08,5.475681e-08,4.688858e-08,4.077679e-08,3.591523e-08,3.194407e-08,50599900.0,61438600.0,73050300.0,85308600.0,98095000.0,111373000.0,125219000.0,0.0001613734,0.0001831978,0.0002085067,0.0002330417,0.0002599097,0.0002846262,0.0003108834,3.690404,-0.08396083,3.758993,-0.1680951,36129000.00000001,37417333.333333336,39783333.33333333,41741166.666666664,43440666.66666668,45206666.66666666,46153333.33333329,36129000.00000001,46153333.33333329,41455055.55555555,0.7140132688009266,2.4746886851555043,PASS
fs,125.0,3.63,band6,fs_125c_3.63v_band6,4.584584e-08,3.743034e-08,3.121868e-08,2.654473e-08,2.294926e-08,2.012445e-08,1.78643e-08,87248900.0,106865000.0,128128000.0,150689000.0,174298000.0,198763000.0,223910000.0,0.0002215959,0.0002563973,0.0002939151,0.000331879,0.0003702013,0.0004084744,0.0004468778,3.647631,-0.03679376,3.660045,-0.07733265,65387000.000000015,68131833.33333334,73039999.99999999,76949999.99999999,80123333.33333336,82686666.66666666,83823333.33333325,65387000.000000015,83823333.33333325,75922833.33333333,0.7494306518477598,2.5663360798818093,PASS
fs,125.0,3.63,band7,fs_125c_3.63v_band7,2.654497e-08,2.151712e-08,1.787673e-08,1.519601e-08,1.317222e-08,1.161428e-08,1.038511e-08,150688000.0,185899000.0,223755000.0,263227000.0,303669000.0,344404000.0,385167000.0,0.0003245704,0.0003788706,0.0004372896,0.0004957572,0.0005543469,0.0006127054,0.0006707242,3.655328,-0.03269708,3.671521,-0.04671794,117370000.00000003,121778333.33333334,128879999.99999999,133189999.99999999,135295000.00000003,135829999.99999997,135876666.66666654,117370000.00000003,135876666.66666654,130266111.11111109,0.7788941388829902,2.5560562221278404,PASS
sf,-40.0,2.97,band0,sf_-40c_2.97v_band0,9.453706e-07,7.994814e-07,6.830955e-07,5.935012e-07,5.225612e-07,4.663071e-07,4.203821e-07,4231140.0,5003240.0,5855700.0,6739670.0,7654610.0,8578040.0,9515150.0,3.920749e-05,4.306613e-05,4.70226e-05,5.259784e-05,5.586921e-05,6.068699e-05,6.48712e-05,3.019833,-0.04571239,3.024777,-0.06856687,2573666.6666666674,2707600.0,2894049.9999999995,2998183.333333333,3063950.0000000005,3100899.9999999995,3123699.999999997,2573666.6666666674,3123699.999999997,2935561.1111111105,0.608267905733837,2.248838374527905,PASS
sf,-40.0,2.97,band1,sf_-40c_2.97v_band1,5.838046e-07,4.926475e-07,4.2062e-07,3.64525e-07,3.207376e-07,2.860533e-07,2.567925e-07,6851610.0,8119400.0,9509770.0,10973200.0,12471300.0,13983400.0,15576800.0,4.631001e-05,5.214995e-05,5.765363e-05,6.35934e-05,7.019492e-05,7.593723e-05,8.232151e-05,3.032388,-0.07457736,3.04245,-0.09594068,4225966.666666668,4430266.666666667,4756333.333333333,4935883.333333333,5017000.000000001,5175833.333333333,5311333.333333328,4225966.666666668,5311333.333333328,4847327.777777777,0.6167844735276333,2.273451057488678,PASS
sf,-40.0,2.97,band2,sf_-40c_2.97v_band2,3.449967e-07,2.908757e-07,2.478468e-07,2.145131e-07,1.884873e-07,1.674998e-07,1.505026e-07,11594300.0,13751600.0,16139000.0,18646900.0,21221600.0,23880600.0,26577600.0,5.310221e-05,5.970068e-05,6.66949e-05,7.41777e-05,8.062963e-05,8.83689e-05,9.621e-05,3.049281,-0.08412014,3.071696,-0.09609392,7191000.000000002,7574500.0,8158833.333333332,8470999.999999998,8722833.333333336,8926666.666666666,8989999.999999993,7191000.000000002,8989999.999999993,8324055.555555554,0.6202185556695964,2.2922988019975334,PASS
sf,-40.0,2.97,band3,sf_-40c_2.97v_band3,2.109906e-07,1.773508e-07,1.505846e-07,1.299493e-07,1.138521e-07,1.008121e-07,9.028133e-08,18958200.0,22554200.0,26563100.0,30781200.0,35133300.0,39677800.0,44305900.0,6.878621e-05,7.798694e-05,8.8144e-05,9.86571e-05,0.0001092708,0.0001193364,0.0001318677,3.066428,-0.09934695,3.066268,-0.1150968,11986666.66666667,12674833.333333334,13711666.666666664,14283666.666666664,14827666.66666667,15287666.666666664,15426999.999999987,11986666.66666667,15426999.999999987,14082055.555555554,0.6322681829850234,2.337030941756074,PASS
sf,-40.0,2.97,band4,sf_-40c_2.97v_band4,1.260315e-07,1.054877e-07,8.923924e-08,7.67208e-08,6.688269e-08,5.903643e-08,5.274138e-08,31738100.0,37919100.0,44823300.0,52137100.0,59806200.0,67754800.0,75841800.0,7.490236e-05,8.541499e-05,9.745695e-05,0.0001088784,0.0001209242,0.0001336172,0.0001455432,3.068333,-0.1270164,3.095418,-0.1480401,20603333.33333334,21808666.666666668,23696666.666666664,24971499.999999996,26029500.000000007,26725999.999999996,26956666.66666664,20603333.33333334,26956666.66666664,24502055.555555552,0.6491671944235269,2.389613744994187,PASS
sf,-40.0,2.97,band5,sf_-40c_2.97v_band5,7.537899e-08,6.275771e-08,5.279784e-08,4.514858e-08,3.919006e-08,3.442627e-08,3.059167e-08,53065200.0,63737200.0,75760700.0,88596400.0,102067000.0,116190000.0,130755000.0,0.0001049344,0.0001200553,0.0001366561,0.0001553192,0.0001732223,0.0001924094,0.0002119251,3.025658,-0.09034478,3.066335,-0.119431,35573333.33333334,37825833.333333336,41431999.99999999,43843833.33333333,45989333.33333334,47813333.33333333,48549999.999999955,35573333.33333334,48549999.999999955,43160999.99999999,0.670370286615962,2.464044232378282,PASS
sf,-40.0,2.97,band6,sf_-40c_2.97v_band6,4.246907e-08,3.51397e-08,2.941014e-08,2.504496e-08,2.168589e-08,1.904426e-08,1.694118e-08,94186200.0,113831000.0,136007000.0,159713000.0,184452000.0,210037000.0,236111000.0,0.0001497373,0.0001728397,0.0002002604,0.000227015,0.0002555598,0.0002843326,0.0003129192,3.006383,-0.07092695,3.020433,-0.09524976,65482666.66666668,69701333.33333334,76469999.99999999,80741666.66666666,83873333.33333336,86098333.33333331,86913333.33333325,65482666.66666668,86913333.33333325,78847111.1111111,0.6952469328486198,2.5068534456215454,PASS
